pair,sector,direction,entry_z,exit_z,bars_held,exit_reason,pnl,exit_time
FLG/VLY,Financials,SHORT,2.3704570710904163,-0.10003176706113119,6,PROFIT_EXIT,16.200000000000344,2026-02-13 10:45:00-05:00
AVT/ENTG,Information Technology,LONG,-2.2752757363881964,-0.4291477536801612,10,PROFIT_EXIT,-3.583400000000154,2026-02-13 10:45:00-05:00
RRX/SWK,Industrials,SHORT,2.122741427073801,0.24127774220532897,2,PROFIT_EXIT,26.895000000000394,2026-02-13 10:50:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-3.3547053563431573,0.3261365238512697,17,PROFIT_EXIT,84.33000000000038,2026-02-13 10:55:00-05:00
AWK/CNP,Utilities,LONG,-2.2618338403161786,-0.348370515216577,8,PROFIT_EXIT,48.29999999999943,2026-02-13 11:05:00-05:00
EME/PCAR,Industrials,SHORT,2.2044580402988667,0.2108718528694966,12,PROFIT_EXIT,37.740000000000165,2026-02-13 11:30:00-05:00
RRX/SWK,Industrials,SHORT,2.0031164492632896,-0.06533725991346197,5,PROFIT_EXIT,29.839999999998867,2026-02-13 11:30:00-05:00
FLG/VLY,Financials,LONG,-2.1483936833847856,0.09062022684356226,7,PROFIT_EXIT,29.844999999999672,2026-02-13 11:45:00-05:00
KEY/USB,Financials,LONG,-2.439631794403386,-0.3922262389056606,23,PROFIT_EXIT,18.24399999999944,2026-02-13 12:00:00-05:00
EVRG/PPL,Utilities,LONG,-2.1503025235169417,-0.0720649806776004,23,PROFIT_EXIT,3.19039999999908,2026-02-13 12:50:00-05:00
AM/EQT,Energy,LONG,-2.138748290705205,-0.4496389491698033,10,PROFIT_EXIT,17.97999999999966,2026-02-13 13:25:00-05:00
RRX/SWK,Industrials,LONG,-2.6709879105653194,0.21394824850419472,4,PROFIT_EXIT,50.5199999999999,2026-02-13 14:20:00-05:00
AVT/ENTG,Information Technology,LONG,-2.246817847546084,0.2894423664476026,6,PROFIT_EXIT,27.020000000000294,2026-02-13 15:00:00-05:00
MLM/VMC,Materials,SHORT,2.065004427488407,0.3912130501481429,7,PROFIT_EXIT,10.224999999999739,2026-02-13 15:05:00-05:00
APPF/DBX,Information Technology,LONG,-2.141352540473538,0.2898626877595927,15,PROFIT_EXIT,34.79000000000006,2026-02-13 15:40:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.071596435638981,-3.525973657785689,1,HARD_STOP,-23.26250000000104,2026-02-13 15:40:00-05:00
FE/LNT,Utilities,LONG,-2.4421966071849464,-0.28860528213860587,2,PROFIT_EXIT,9.999999999999858,2026-02-13 15:40:00-05:00
EME/PCAR,Industrials,LONG,-2.0395991184202167,-0.20656087420476976,4,PROFIT_EXIT,21.495000000000232,2026-02-13 15:45:00-05:00
FITB/UMBF,Financials,LONG,-2.1850833419800586,-0.4833346161991338,14,PROFIT_EXIT,9.450000000000188,2026-02-13 15:55:00-05:00
BAX/LNTH,Health Care,LONG,-2.7029709745512216,3.4897077888940897,1,HARD_STOP,145.38499999999965,2026-02-17 09:30:00-05:00
FE/LNT,Utilities,SHORT,2.185278348980641,-3.7306033187386825,2,HARD_STOP,33.52999999999971,2026-02-17 09:30:00-05:00
FOX/FOXA,Communication Services,SHORT,3.3595364040493174,0.4922671912607947,2,PROFIT_EXIT,12.960000000000207,2026-02-17 09:35:00-05:00
MLM/VMC,Materials,SHORT,7.4874085763935785,5.184466228795128,1,HARD_STOP,11.749999999999432,2026-02-17 09:35:00-05:00
AM/EQT,Energy,LONG,-2.005887722897207,0.3314918781775926,4,PROFIT_EXIT,21.76500000000067,2026-02-17 09:35:00-05:00
BC/FND,Consumer Discretionary,SHORT,2.483561907723659,4.146608863657539,8,HARD_STOP,-33.67500000000081,2026-02-17 09:35:00-05:00
APPF/DBX,Information Technology,LONG,-2.856022287279194,-4.939547806608887,2,HARD_STOP,-48.93000000000019,2026-02-17 09:40:00-05:00
DHI/PHM,Consumer Discretionary,LONG,-3.819957610935107,-4.429100506801146,1,HARD_STOP,-9.670000000000329,2026-02-17 09:40:00-05:00
AGCO/TKR,Industrials,SHORT,4.19853513522214,5.6184120235578625,1,HARD_STOP,-72.3595000000003,2026-02-17 09:40:00-05:00
KEY/USB,Financials,SHORT,2.1601353313271545,-3.5330641962819516,18,HARD_STOP,30.690999999999008,2026-02-17 09:45:00-05:00
EME/PCAR,Industrials,LONG,-3.8472441059417632,-4.275202478243973,1,HARD_STOP,-16.21499999999996,2026-02-17 09:45:00-05:00
AM/EQT,Energy,SHORT,2.591444756352903,3.7650550525832083,1,HARD_STOP,-16.407599999999814,2026-02-17 09:45:00-05:00
AWK/CNP,Utilities,SHORT,2.1667054876270733,0.12916326830961428,17,PROFIT_EXIT,-8.239999999999327,2026-02-17 09:45:00-05:00
AVT/ENTG,Information Technology,SHORT,2.3579148301221586,0.3412887362792576,3,PROFIT_EXIT,20.75999999999989,2026-02-17 09:55:00-05:00
DTM/TRGP,Energy,LONG,-2.385664839033349,-3.6269466294607726,5,HARD_STOP,-2.4349999999998317,2026-02-17 10:00:00-05:00
CMS/PPL,Utilities,LONG,-2.7135033543089597,-3.3012009485851066,1,HARD_STOP,-7.880000000000294,2026-02-17 10:00:00-05:00
EVR/SF,Financials,SHORT,2.314567796560229,3.7580592909503623,5,HARD_STOP,-20.279999999999887,2026-02-17 10:05:00-05:00
AVT/SYNA,Information Technology,SHORT,2.4479324545114087,3.3476611497645283,9,HARD_STOP,-146.9250000000003,2026-02-17 10:05:00-05:00
AVT/LSCC,Information Technology,SHORT,2.7238459455511905,0.3970834515485873,10,PROFIT_EXIT,-63.84000000000056,2026-02-17 10:10:00-05:00
DTM/RRC,Energy,LONG,-2.864370480278751,-0.39733962263038025,5,PROFIT_EXIT,18.35499999999982,2026-02-17 10:25:00-05:00
AVT/ENTG,Information Technology,SHORT,2.677587203254843,0.2903797763129622,5,PROFIT_EXIT,32.339999999999776,2026-02-17 10:30:00-05:00
DTM/RRC,Energy,LONG,-3.2108891449188683,-3.279453246750491,1,HARD_STOP,-10.350000000000428,2026-02-17 10:35:00-05:00
FOX/FOXA,Communication Services,LONG,-2.431412080998476,-0.040883122850584465,10,PROFIT_EXIT,9.320000000000562,2026-02-17 10:55:00-05:00
RRX/SWK,Industrials,SHORT,2.0878923000101692,0.3179582796952585,38,PROFIT_EXIT,-0.41000000000070713,2026-02-17 12:20:00-05:00
FITB/UMBF,Financials,SHORT,2.9395897300685374,0.3739453552897218,37,PROFIT_EXIT,15.680000000000518,2026-02-17 12:40:00-05:00
AVT/LSCC,Information Technology,SHORT,2.0946932108275487,0.35238652711984236,20,PROFIT_EXIT,4.960000000000434,2026-02-17 13:00:00-05:00
AWK/CNP,Utilities,LONG,-2.0269300523746585,-0.49238302737730333,27,PROFIT_EXIT,-1.285000000000224,2026-02-17 13:15:00-05:00
SWK/TTC,Industrials,LONG,-2.290440875632368,-0.3605598525410138,40,PROFIT_EXIT,-10.550000000000281,2026-02-17 13:50:00-05:00
AVT/ENTG,Information Technology,LONG,-2.2058031014816826,0.1269157013276591,7,PROFIT_EXIT,-5.130000000000734,2026-02-17 13:50:00-05:00
FLG/VLY,Financials,SHORT,2.7812650003277355,0.42686014395218524,64,PROFIT_EXIT,-39.79000000000044,2026-02-17 14:05:00-05:00
FITB/UMBF,Financials,LONG,-2.25930327649484,-0.18058717490607892,6,PROFIT_EXIT,12.014999999999972,2026-02-17 15:05:00-05:00
EVRG/PPL,Utilities,SHORT,2.7478822357046058,-0.32211763533894755,75,PROFIT_EXIT,57.95999999999964,2026-02-17 15:30:00-05:00
FOX/FOXA,Communication Services,SHORT,2.0170559453560926,0.2827411662639451,24,PROFIT_EXIT,6.876000000000069,2026-02-17 15:50:00-05:00
FITB/UMBF,Financials,SHORT,3.2015613086300845,5.391645575004338,2,HARD_STOP,-40.12000000000015,2026-02-18 09:30:00-05:00
SWK/TTC,Industrials,SHORT,2.2608106778616723,5.543078542383241,13,HARD_STOP,-128.95,2026-02-18 09:30:00-05:00
BAX/LNTH,Health Care,LONG,-3.7918291496034384,-3.3142105723162114,1,HARD_STOP,0.07470000000022736,2026-02-18 09:35:00-05:00
EVRG/PPL,Utilities,SHORT,2.6300596237074707,0.03704288507454902,6,PROFIT_EXIT,11.005000000000258,2026-02-18 09:35:00-05:00
FE/LNT,Utilities,SHORT,2.053812409399972,3.6871077448627587,2,HARD_STOP,-28.500000000000227,2026-02-18 09:40:00-05:00
DHI/PHM,Consumer Discretionary,SHORT,3.226137808806553,0.31164421359584094,1,PROFIT_EXIT,36.69649999999973,2026-02-18 09:45:00-05:00
AVT/LSCC,Information Technology,LONG,-2.7118159632677665,-0.24866538514569944,7,PROFIT_EXIT,-5.109999999999943,2026-02-18 09:50:00-05:00
EME/PCAR,Industrials,LONG,-2.185668303193248,-0.03465209595306495,1,PROFIT_EXIT,26.92500000000041,2026-02-18 09:50:00-05:00
AM/EQT,Energy,LONG,-3.418789659607353,-3.2653068002797543,2,HARD_STOP,-16.872500000000088,2026-02-18 10:00:00-05:00
AWK/CNP,Utilities,SHORT,2.267175490686335,0.4498637771237047,13,PROFIT_EXIT,55.64999999999923,2026-02-18 10:00:00-05:00
FLG/VLY,Financials,LONG,-2.669506581007012,0.12509840437656844,14,PROFIT_EXIT,39.22930000000042,2026-02-18 10:40:00-05:00
AVT/ENTG,Information Technology,LONG,-2.503781633254383,-0.2488320680775282,17,PROFIT_EXIT,-56.050000000000864,2026-02-18 10:45:00-05:00
EME/PCAR,Industrials,SHORT,2.1311983901638514,0.2698090043085382,12,PROFIT_EXIT,19.722000000000463,2026-02-18 11:05:00-05:00
RRX/SWK,Industrials,LONG,-2.809050441033769,-0.3851631931171464,32,PROFIT_EXIT,8.529200000000628,2026-02-18 11:05:00-05:00
DTM/TRGP,Energy,LONG,-2.992662823863153,-0.12289426685250117,19,PROFIT_EXIT,28.020000000001062,2026-02-18 11:35:00-05:00
KEY/USB,Financials,SHORT,2.433673973079262,-0.11667157500258794,17,PROFIT_EXIT,10.46500000000033,2026-02-18 11:55:00-05:00
BC/FND,Consumer Discretionary,LONG,-2.0767445294064113,-0.13630544033104092,31,PROFIT_EXIT,-0.3099999999999028,2026-02-18 12:15:00-05:00
AGCO/TKR,Industrials,LONG,-2.7835910495113447,-0.3340418677097079,49,PROFIT_EXIT,-16.71999999999977,2026-02-18 13:45:00-05:00
DTM/RRC,Energy,SHORT,2.0859882270171988,0.036359831782532645,21,PROFIT_EXIT,66.99500000000056,2026-02-18 13:55:00-05:00
MLM/VMC,Materials,LONG,-2.267973668067411,-0.12757465059622458,3,PROFIT_EXIT,24.634999999999877,2026-02-18 14:05:00-05:00
EVRG/PPL,Utilities,SHORT,3.6688706411657037,3.5420085920714643,1,HARD_STOP,-0.18000000000032657,2026-02-18 14:25:00-05:00
EME/PCAR,Industrials,LONG,-2.537708955391729,-3.320705160545277,2,HARD_STOP,-15.015599999999665,2026-02-18 14:55:00-05:00
AGCO/TKR,Industrials,SHORT,2.10330220247256,0.0791593257985945,4,PROFIT_EXIT,23.715000000000288,2026-02-18 15:15:00-05:00
DTM/TRGP,Energy,SHORT,2.0493277949347153,0.06508580813394498,9,PROFIT_EXIT,25.535000000000792,2026-02-18 15:30:00-05:00
FLG/VLY,Financials,LONG,-2.0315494873226263,-0.32715159016688267,28,PROFIT_EXIT,-30.994999999999948,2026-02-18 15:45:00-05:00
AVT/SYNA,Information Technology,LONG,-2.1912424951454947,-0.1390919036508223,19,PROFIT_EXIT,40.320000000000704,2026-02-18 15:50:00-05:00
AWK/CNP,Utilities,SHORT,2.40984126194458,-0.024497270454364155,55,PROFIT_EXIT,-7.768799999999487,2026-02-18 15:50:00-05:00
FOX/FOXA,Communication Services,LONG,-2.035384072382771,0.30817084330588906,4,PROFIT_EXIT,6.509999999999593,2026-02-19 09:30:00-05:00
MLM/VMC,Materials,SHORT,2.1631904849173775,0.17447737574447655,16,PROFIT_EXIT,27.509999999999422,2026-02-19 09:30:00-05:00
AVT/LSCC,Information Technology,LONG,-2.540611918402885,0.2496316710830486,19,PROFIT_EXIT,49.50999999999935,2026-02-19 09:35:00-05:00
AGCO/TKR,Industrials,SHORT,6.8123654215266365,5.3879020367131485,1,HARD_STOP,-21.89499999999967,2026-02-19 09:35:00-05:00
AVT/ENTG,Information Technology,LONG,-2.3555373977668443,-0.34649635908943716,25,PROFIT_EXIT,-14.060000000000173,2026-02-19 09:35:00-05:00
FOX/FOXA,Communication Services,SHORT,2.0921437811256283,-0.3391446961018725,1,PROFIT_EXIT,5.760000000000218,2026-02-19 09:40:00-05:00
RRX/SWK,Industrials,SHORT,2.0284152527181556,0.02111745682678402,24,PROFIT_EXIT,1.8700000000004877,2026-02-19 09:40:00-05:00
EVR/SF,Financials,SHORT,3.7257460685768806,3.7140433076142187,1,HARD_STOP,-15.195000000000249,2026-02-19 09:50:00-05:00
DTM/TRGP,Energy,LONG,-5.036793064098702,-0.2581859164343919,6,PROFIT_EXIT,91.19000000000014,2026-02-19 10:00:00-05:00
MLM/VMC,Materials,SHORT,2.1501739647327023,3.3792247584292645,5,HARD_STOP,-31.755000000000905,2026-02-19 10:05:00-05:00
FLG/VLY,Financials,LONG,-2.0745877195315505,-0.3142546634777675,3,PROFIT_EXIT,87.16999999999949,2026-02-19 10:10:00-05:00
DTM/TRGP,Energy,SHORT,3.1140733810259627,0.3801666657460757,2,PROFIT_EXIT,70.45780000000005,2026-02-19 10:20:00-05:00
DHI/PHM,Consumer Discretionary,LONG,-2.6253172085669707,-3.8109570433615665,2,HARD_STOP,-7.8000000000001535,2026-02-19 10:25:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.07228883489491,-0.4688097049746174,89,PROFIT_EXIT,-174.95609999999994,2026-02-19 10:25:00-05:00
AWK/CNP,Utilities,SHORT,2.423153012966455,-3.2613809733944525,8,HARD_STOP,110.48000000000076,2026-02-19 10:40:00-05:00
FE/LNT,Utilities,LONG,-2.31424042982836,-0.28572349554270493,14,PROFIT_EXIT,17.074999999999115,2026-02-19 10:50:00-05:00
BC/FND,Consumer Discretionary,SHORT,3.145798843139956,0.06513022801784635,16,PROFIT_EXIT,85.7000000000002,2026-02-19 10:55:00-05:00
CMS/PPL,Utilities,SHORT,2.3206963213163245,0.13000714891073983,13,PROFIT_EXIT,22.050000000000196,2026-02-19 11:15:00-05:00
FOX/FOXA,Communication Services,SHORT,2.3937123779141074,0.4383475912006162,12,PROFIT_EXIT,3.1200000000002888,2026-02-19 11:20:00-05:00
DTM/TRGP,Energy,LONG,-2.054701621516651,-0.4317067641863557,5,PROFIT_EXIT,53.97000000000003,2026-02-19 11:35:00-05:00
APPF/DBX,Information Technology,SHORT,2.1847361809824695,-0.4802270897326833,101,PROFIT_EXIT,-52.635000000000446,2026-02-19 11:40:00-05:00
SWK/TTC,Industrials,LONG,-2.303267012056247,-0.35671712392162286,28,PROFIT_EXIT,15.715000000000018,2026-02-19 11:55:00-05:00
FE/LNT,Utilities,LONG,-2.121217585008014,-0.4892667189253529,8,PROFIT_EXIT,22.19499999999921,2026-02-19 11:55:00-05:00
BAX/LNTH,Health Care,LONG,-2.984855025301111,-0.4259381920732578,30,PROFIT_EXIT,37.48500000000055,2026-02-19 12:10:00-05:00
AM/EQT,Energy,LONG,-2.462311856784792,-0.4861137389330242,28,PROFIT_EXIT,16.37999999999964,2026-02-19 12:20:00-05:00
DTM/RRC,Energy,LONG,-6.136263149702585,-0.37263916269133707,42,PROFIT_EXIT,24.589999999999726,2026-02-19 13:00:00-05:00
DTM/TRGP,Energy,LONG,-2.6931805870116405,0.31207117391151246,17,PROFIT_EXIT,119.45999999999924,2026-02-19 13:30:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.182624542303086,-0.46756750553855597,24,PROFIT_EXIT,17.38499999999914,2026-02-19 13:35:00-05:00
CMS/PPL,Utilities,SHORT,2.4692514699094925,0.4344843980201769,6,PROFIT_EXIT,22.629999999999626,2026-02-19 13:55:00-05:00
KEY/USB,Financials,LONG,-2.1155217317780983,0.4144503677495102,68,PROFIT_EXIT,32.07999999999953,2026-02-19 14:10:00-05:00
RRX/SWK,Industrials,LONG,-2.2195539931397237,-0.4832925783133656,28,PROFIT_EXIT,5.8749999999999005,2026-02-19 14:30:00-05:00
AVT/SYNA,Information Technology,SHORT,2.2471993386014444,0.4882078346183752,60,PROFIT_EXIT,-1.8199999999994247,2026-02-19 14:40:00-05:00
FE/LNT,Utilities,SHORT,2.3018026470145934,0.32126194285588916,11,PROFIT_EXIT,20.49999999999912,2026-02-19 14:45:00-05:00
FOX/FOXA,Communication Services,SHORT,2.4184453206205068,0.3480789795367659,2,PROFIT_EXIT,4.300000000000239,2026-02-19 15:00:00-05:00
SWK/TTC,Industrials,LONG,-2.002076271792733,-0.33396795697264636,7,PROFIT_EXIT,16.139999999999134,2026-02-19 15:05:00-05:00
APPF/DBX,Information Technology,SHORT,2.2791392285709007,0.2919118010722932,6,PROFIT_EXIT,35.87499999999967,2026-02-19 15:10:00-05:00
SWK/TTC,Industrials,LONG,-2.0354330733733565,0.2848956869794005,5,PROFIT_EXIT,34.91999999999979,2026-02-19 15:45:00-05:00
FOX/FOXA,Communication Services,SHORT,2.5939124143019225,3.989820438806113,1,HARD_STOP,-3.8799999999999173,2026-02-19 15:55:00-05:00
AVT/SYNA,Information Technology,SHORT,2.4713718183807085,0.4867615727534362,2,PROFIT_EXIT,74.39999999999927,2026-02-19 16:00:00-05:00
BAX/LNTH,Health Care,LONG,-2.008543077788765,-3.9440008191046165,14,HARD_STOP,-71.6199999999995,2026-02-20 09:30:00-05:00
APPF/DBX,Information Technology,SHORT,2.5976770195755297,-6.632857566262809,4,HARD_STOP,251.85999999999947,2026-02-20 09:30:00-05:00
EVRG/PPL,Utilities,LONG,-2.1287693848365556,-0.3349295184746566,19,PROFIT_EXIT,-2.4900000000006344,2026-02-20 09:30:00-05:00
BC/FND,Consumer Discretionary,SHORT,2.09953993058175,0.25731355075248424,34,PROFIT_EXIT,8.414999999999893,2026-02-20 09:30:00-05:00
KEY/USB,Financials,SHORT,2.218442161943034,-0.0903999832919697,1,PROFIT_EXIT,17.970000000000205,2026-02-20 09:35:00-05:00
EME/PCAR,Industrials,SHORT,2.5941039836940103,4.532643456866538,2,HARD_STOP,-61.10280000000023,2026-02-20 09:35:00-05:00
FLG/VLY,Financials,LONG,-2.4791914913182906,0.38918650483052425,4,PROFIT_EXIT,38.71199999999996,2026-02-20 09:35:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-3.1448073640040994,-3.3041304880546267,1,HARD_STOP,-8.180000000000348,2026-02-20 09:40:00-05:00
BC/FND,Consumer Discretionary,LONG,-3.7727106278421036,-4.732362336644105,2,HARD_STOP,-98.59999999999957,2026-02-20 09:45:00-05:00
AVT/LSCC,Information Technology,SHORT,2.3053051281272663,4.725993734927574,58,HARD_STOP,-54.459999999998615,2026-02-20 09:50:00-05:00
RRX/SWK,Industrials,SHORT,2.7766116458361734,0.029456085696945047,3,PROFIT_EXIT,37.19500000000019,2026-02-20 09:50:00-05:00
AVT/ENTG,Information Technology,SHORT,2.0564170712573078,4.606089523190092,26,HARD_STOP,-22.459999999999354,2026-02-20 09:50:00-05:00
AVT/SYNA,Information Technology,SHORT,2.826232986869407,4.3844011863085015,3,HARD_STOP,7.170000000000982,2026-02-20 09:50:00-05:00
SWK/TTC,Industrials,LONG,-2.3763892793295347,-0.4641165623542907,5,PROFIT_EXIT,29.096199999999683,2026-02-20 09:55:00-05:00
EVR/SF,Financials,LONG,-2.030531342080272,-0.33122499841994385,2,PROFIT_EXIT,61.67999999999958,2026-02-20 10:00:00-05:00
FE/LNT,Utilities,SHORT,2.04234297304259,0.1925942025031469,5,PROFIT_EXIT,26.165000000000617,2026-02-20 10:00:00-05:00
SWK/TTC,Industrials,SHORT,4.347725229660679,3.48879941604033,1,HARD_STOP,11.14999999999975,2026-02-20 10:05:00-05:00
RRX/SWK,Industrials,LONG,-6.070083712545922,-3.9821102388593435,1,HARD_STOP,35.93280000000044,2026-02-20 10:05:00-05:00
EVR/SF,Financials,SHORT,2.277063567838431,3.69152541864208,1,HARD_STOP,-15.795000000000144,2026-02-20 10:10:00-05:00
FITB/UMBF,Financials,LONG,-2.5316178832097074,-3.252242946658998,11,HARD_STOP,-20.199999999999875,2026-02-20 10:10:00-05:00
CMS/PPL,Utilities,LONG,-2.128558004100519,-0.41777068560377956,15,PROFIT_EXIT,29.22000000000014,2026-02-20 11:05:00-05:00
AGCO/TKR,Industrials,LONG,-2.614396731209633,-0.45035502370429376,18,PROFIT_EXIT,54.10000000000102,2026-02-20 11:15:00-05:00
MLM/VMC,Materials,LONG,-2.5229774605557185,3.642143205186752,15,HARD_STOP,60.13500000000022,2026-02-20 11:20:00-05:00
EVRG/PPL,Utilities,LONG,-2.167256132037292,-0.4327960319756967,22,PROFIT_EXIT,4.112999999999275,2026-02-20 11:35:00-05:00
AM/EQT,Energy,SHORT,2.299825012215122,-0.4613605207919913,28,PROFIT_EXIT,36.205000000000005,2026-02-20 12:45:00-05:00
DHI/PHM,Consumer Discretionary,LONG,-2.076253223107871,-0.4614675139881024,31,PROFIT_EXIT,-5.649999999999693,2026-02-20 13:50:00-05:00
AWK/CNP,Utilities,LONG,-2.446301815573018,-0.07700115629416157,47,PROFIT_EXIT,-16.309999999999548,2026-02-20 14:35:00-05:00
KEY/USB,Financials,LONG,-2.080280025311078,4.042907201037009,16,HARD_STOP,54.06500000000009,2026-02-20 15:05:00-05:00
CMS/PPL,Utilities,SHORT,2.1153455307328515,0.33016486521427907,11,PROFIT_EXIT,10.04500000000008,2026-02-20 15:35:00-05:00
FLG/VLY,Financials,SHORT,3.238560531726168,3.517201948806076,2,HARD_STOP,-24.900000000000105,2026-02-20 16:00:00-05:00
